Attributes,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Symbols,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG,AAPL,GOOG
Date,,,,,,,,,,,,
2022-01-03,180.95973205566406,145.07449340820312,182.00999450683594,145.07449340820312,182.8800048828125,145.5500030517578,177.7100067138672,143.50250244140625,177.8300018310547,144.47549438476562,104487900.0,25214000.0
2022-01-04,178.6630859375,144.41650390625,179.6999969482422,144.41650390625,182.94000244140625,146.61000061035156,179.1199951171875,143.81614685058594,182.6300048828125,145.55050659179688,99310400.0,22928000.0
2022-01-05,173.91064453125,137.65350341796875,174.9199981689453,137.65350341796875,180.1699981689453,144.29800415039062,174.63999938964844,137.52349853515625,179.61000061035156,144.18099975585938,94537600.0,49642000.0
2022-01-06,171.0075225830078,137.55099487304688,172.0,137.55099487304688,175.3000030517578,139.68600463867188,171.63999938964844,136.7635040283203,172.6999969482422,137.49749755859375,96904000.0,29050000.0
2022-01-07,171.17654418945312,137.00450134277344,172.1699981689453,137.00450134277344,174.13999938964844,138.25474548339844,171.02999877929688,135.78900146484375,172.88999938964844,137.90499877929688,86709100.0,19408000.0
2022-01-10,171.1964111328125,138.57400512695312,172.19000244140625,138.57400512695312,172.5,138.63999938964844,168.1699981689453,133.1405029296875,169.0800018310547,135.0989990234375,106765600.0,34096000.0
2022-01-11,174.0697479248047,140.0175018310547,175.0800018310547,140.0175018310547,175.17999267578125,140.32949829101562,170.82000732421875,136.81350708007812,172.32000732421875,138.1804962158203,76138300.0,23502000.0
2022-01-12,174.5171356201172,141.6479949951172,175.52999877929688,141.6479949951172,177.17999267578125,142.8142547607422,174.82000732421875,141.11199951171875,176.1199951171875,141.55450439453125,74805200.0,23642000.0
2022-01-13,171.1964111328125,139.13099670410156,172.19000244140625,139.13099670410156,176.6199951171875,143.1855010986328,171.7899932861328,138.91400146484375,175.77999877929688,141.8404998779297,84505800.0,26566000.0
2022-01-14,172.07135009765625,139.7864990234375,173.07000732421875,139.7864990234375,173.77999877929688,141.20050048828125,171.08999633789062,137.5,171.33999633789062,137.5,80440800.0,23826000.0
2022-01-18,168.82020568847656,136.29049682617188,169.8000030517578,136.29049682617188,172.5399932861328,137.39149475097656,169.41000366210938,135.61700439453125,171.50999450683594,136.60000610351562,90956700.0,27382000.0
2022-01-19,165.27081298828125,135.65199279785156,166.22999572753906,135.65199279785156,171.0800018310547,138.39950561523438,165.94000244140625,135.5,170.0,136.93850708007812,94815000.0,20796000.0
2022-01-20,163.5607147216797,133.50650024414062,164.50999450683594,133.50650024414062,169.67999267578125,137.91200256347656,164.17999267578125,133.14450073242188,166.97999572753906,136.51400756835938,91420500.0,21930000.0
2022-01-21,161.47283935546875,130.0919952392578,162.41000366210938,130.0919952392578,166.3300018310547,134.760498046875,162.3000030517578,130.00100708007812,164.4199981689453,133.01199340820312,122848900.0,41920000.0
2022-01-24,160.68739318847656,130.3719940185547,161.6199951171875,130.3719940185547,162.3000030517578,130.77850341796875,154.6999969482422,124.64195251464844,160.02000427246094,126.02749633789062,162294600.0,55148000.0
2022-01-25,158.8580322265625,126.7354965209961,159.77999877929688,126.7354965209961,162.75999450683594,129.3385009765625,157.02000427246094,126.37799835205078,158.97999572753906,128.4355010986328,115798400.0,36008000.0
2022-01-26,158.76853942871094,129.24000549316406,159.69000244140625,129.24000549316406,164.38999938964844,132.8074951171875,157.82000732421875,127.15350341796875,163.5,130.59249877929688,108275300.0,39630000.0
2022-01-27,158.30126953125,129.12100219726562,159.22000122070312,129.12100219726562,163.83999633789062,132.60995483398438,158.27999877929688,128.94500732421875,162.4499969482422,131.36099243164062,121954600.0,30248000.0
2022-01-28,169.34713745117188,133.2895050048828,170.3300018310547,133.2895050048828,170.35000610351562,133.37049865722656,162.8000030517578,128.6945037841797,165.7100067138672,130.0,179935700.0,30518000.0
2022-01-31,173.77146911621094,135.69850158691406,174.77999877929688,135.69850158691406,175.0,135.843505859375,169.50999450683594,132.2740020751953,170.16000366210938,134.197998046875,115541600.0,34056000.0
2022-02-01,173.60244750976562,137.8784942626953,174.61000061035156,137.8784942626953,174.83999633789062,138.1999969482422,172.30999755859375,134.56825256347656,174.00999450683594,137.8350067138672,86213900.0,51204000.0
2022-02-02,174.8253631591797,148.0364990234375,175.83999633789062,148.0364990234375,175.8800048828125,152.10000610351562,173.3300018310547,145.5574951171875,174.75,151.86349487304688,84914300.0,89750000.0
2022-02-03,171.90231323242188,142.65049743652344,172.89999389648438,142.65049743652344,176.24000549316406,149.11770629882812,172.1199951171875,142.2050018310547,174.47999572753906,145.2949981689453,89418100.0,56930000.0
2022-02-04,171.61363220214844,143.01600646972656,172.38999938964844,143.01600646972656,174.10000610351562,144.53524780273438,170.67999267578125,139.8175048828125,171.67999267578125,143.01699829101562,82465400.0,49224000.0
2022-02-07,170.8869171142578,138.93800354003906,171.66000366210938,138.93800354003906,173.9499969482422,143.84649658203125,170.9499969482422,138.69900512695312,172.86000061035156,143.70899963378906,77251200.0,44610000.0
2022-02-08,174.04263305664062,139.21299743652344,174.8300018310547,139.21299743652344,175.35000610351562,139.83709716796875,171.42999267578125,136.8730010986328,171.72999572753906,138.9912567138672,74829200.0,34256000.0
2022-02-09,175.48611450195312,141.4530029296875,176.27999877929688,141.4530029296875,176.64999389648438,142.17550659179688,174.89999389648438,140.3769989013672,176.0500030517578,140.84974670410156,71285000.0,28628000.0
2022-02-10,171.34483337402344,138.6024932861328,172.1199951171875,138.6024932861328,175.47999572753906,141.43099975585938,171.5500030517578,138.0500030517578,174.13999938964844,139.5,90865900.0,33018000.0
2022-02-11,167.88052368164062,134.1300048828125,168.63999938964844,134.1300048828125,173.0800018310547,139.2832489013672,168.0399932861328,133.2884979248047,172.3300018310547,138.75,98670700.0,38808000.0
2022-02-14,168.1194305419922,135.3000030517578,168.8800048828125,135.3000030517578,169.5800018310547,136.16650390625,166.55999755859375,133.302001953125,167.3699951171875,133.36549377441406,86185500.0,26792000.0
2022-02-15,172.01182556152344,136.42550659179688,172.7899932861328,136.42550659179688,172.9499969482422,137.89999389648438,170.25,135.5395050048828,170.97000122070312,137.47149658203125,62527400.0,26578000.0
2022-02-16,171.77291870117188,137.4875030517578,172.5500030517578,137.4875030517578,173.33999633789062,137.9459991455078,170.0500030517578,134.8236541748047,171.85000610351562,136.4304962158203,61177400.0,25610000.0
2022-02-17,168.1194305419922,132.30850219726562,168.8800048828125,132.30850219726562,171.91000366210938,136.83949279785156,168.47000122070312,132.20199584960938,171.02999877929688,136.14999389648438,69589300.0,30968000.0
2022-02-18,166.5465545654297,130.46749877929688,167.3000030517578,130.46749877929688,170.5399932861328,133.82400512695312,166.19000244140625,130.3070526123047,169.82000732421875,133.03750610351562,82772700.0,31858000.0
2022-02-22,163.57997131347656,129.40249633789062,164.32000732421875,129.40249633789062,166.69000244140625,131.9007568359375,162.14999389648438,127.74099731445312,164.97999572753906,129.98500061035156,91162800.0,38906000.0
2022-02-23,159.34912109375,127.58499908447266,160.07000732421875,127.58499908447266,166.14999389648438,131.74899291992188,159.75,127.50350189208984,165.5399932861328,131.07850646972656,90009200.0,26432000.0
2022-02-24,162.00709533691406,132.67349243164062,162.74000549316406,132.67349243164062,162.85000610351562,133.03700256347656,152.0,124.7645034790039,152.5800018310547,125.0,141147500.0,43166000.0
2022-02-25,164.1075897216797,134.51950073242188,164.85000610351562,134.51950073242188,165.1199951171875,135.38900756835938,160.8699951171875,131.76499938964844,163.83999633789062,133.52549743652344,91974200.0,26236000.0
2022-02-28,164.37637329101562,134.89100646972656,165.1199951171875,134.89100646972656,165.4199981689453,135.6405029296875,162.42999267578125,132.82525634765625,163.05999755859375,133.2845001220703,95056600.0,29676000.0
2022-03-01,162.46502685546875,134.16799926757812,163.1999969482422,134.16799926757812,166.60000610351562,136.11099243164062,161.97000122070312,133.3784942626953,164.6999969482422,134.47999572753906,83474400.0,24640000.0
2022-03-02,165.8098907470703,134.75149536132812,166.55999755859375,134.75149536132812,167.36000061035156,135.61549377441406,162.9499969482422,133.4324951171875,164.38999938964844,134.60824584960938,79724800.0,23966000.0
2022-03-03,165.4813690185547,134.30799865722656,166.22999572753906,134.30799865722656,168.91000366210938,136.71380615234375,165.5500030517578,133.43099975585938,168.47000122070312,135.97850036621094,76678400.0,19780000.0
2022-03-04,162.43515014648438,132.1219940185547,163.1699981689453,132.1219940185547,165.5500030517578,134.19900512695312,162.10000610351562,130.4084930419922,164.49000549316406,133.38250732421875,83737200.0,24446000.0
2022-03-07,158.5825958251953,126.4645004272461,159.3000030517578,126.4645004272461,165.02000427246094,131.9040069580078,159.0399932861328,126.41000366210938,163.36000061035156,131.9040069580078,96418800.0,39178000.0
2022-03-08,156.73095703125,127.27850341796875,157.44000244140625,127.27850341796875,162.8800048828125,131.2465057373047,155.8000030517578,125.86074829101562,158.82000732421875,126.25050354003906,131148300.0,35250000.0
2022-03-09,162.21615600585938,133.86599731445312,162.9499969482422,133.86599731445312,163.41000366210938,134.19850158691406,159.41000366210938,130.08799743652344,161.47999572753906,131.39999389648438,91454900.0,32258000.0
2022-03-10,157.8061065673828,132.6820068359375,158.52000427246094,132.6820068359375,160.38999938964844,133.5384979248047,155.97999572753906,131.4010009765625,160.1999969482422,131.46249389648438,105342000.0,24266000.0
2022-03-11,154.0331573486328,130.47549438476562,154.72999572753906,130.47549438476562,159.27999877929688,134.1999969482422,154.5,130.29649353027344,158.92999267578125,133.99949645996094,96970100.0,26600000.0
2022-03-14,149.94166564941406,126.74099731445312,150.6199951171875,126.74099731445312,154.1199951171875,131.0260009765625,150.10000610351562,126.41300201416016,151.4499969482422,130.572998046875,108732100.0,30254000.0
2022-03-15,154.3915252685547,129.66050720214844,155.08999633789062,129.66050720214844,155.57000732421875,130.51724243164062,150.3800048828125,126.56800079345703,150.89999389648438,127.74150085449219,92964300.0,30292000.0
2022-03-16,158.87127685546875,133.6905059814453,159.58999633789062,133.6905059814453,160.0,133.77099609375,154.4600067138672,129.2010040283203,157.0500030517578,131.0,102300200.0,32058000.0
2022-03-17,159.89663696289062,134.60049438476562,160.6199951171875,134.60049438476562,161.0,134.739501953125,157.6300048828125,132.718994140625,158.61000061035156,133.3209991455078,75615400.0,23994000.0
2022-03-18,163.2415008544922,136.80149841308594,163.97999572753906,136.80149841308594,164.47999572753906,136.9134979248047,159.75999450683594,132.9320068359375,160.50999450683594,133.88400268554688,123511700.0,45900000.0
2022-03-21,164.6352081298828,136.47850036621094,165.3800048828125,136.47850036621094,166.35000610351562,137.58250427246094,163.00999450683594,134.6114959716797,163.50999450683594,136.84750366210938,95811400.0,26632000.0
2022-03-22,168.05970764160156,140.27749633789062,168.82000732421875,140.27749633789062,169.4199981689453,141.5,164.91000366210938,136.5,165.50999450683594,136.5,81532000.0,29776000.0
2022-03-23,169.44346618652344,138.5034942626953,170.2100067138672,138.5034942626953,172.63999938964844,140.02499389648438,167.64999389648438,138.16650390625,167.99000549316406,139.1385040283203,98062700.0,25302000.0
2022-03-24,173.2860565185547,141.31199645996094,174.07000732421875,141.31199645996094,174.13999938964844,141.39649963378906,170.2100067138672,138.03939819335938,171.05999755859375,139.2725067138672,90131400.0,20544000.0
2022-03-25,173.93313598632812,141.52149963378906,174.72000122070312,141.52149963378906,175.27999877929688,141.95950317382812,172.75,139.69949340820312,173.8800048828125,141.75399780273438,80546200.0,19270000.0
2022-03-28,174.80917358398438,141.9499969482422,175.60000610351562,141.9499969482422,175.72999572753906,141.97650146484375,172.0,139.82815551757812,172.1699981689453,140.6844940185547,90371900.0,23774000.0
2022-03-29,178.15403747558594,143.25,178.9600067138672,143.25,179.00999450683594,144.16250610351562,176.33999633789062,142.48399353027344,176.69000244140625,143.16050720214844,100589400.0,28678000.0
2022-03-30,176.9694061279297,142.64450073242188,177.77000427246094,142.64450073242188,179.61000061035156,143.48049926757812,176.6999969482422,142.16799926757812,178.5500030517578,142.8699951171875,92633200.0,21046000.0
2022-03-31,173.82363891601562,139.64950561523438,174.61000061035156,139.64950561523438,178.02999877929688,142.64450073242188,174.39999389648438,139.61900329589844,177.83999633789062,142.44850158691406,103049300.0,29516000.0
2022-04-01,173.52496337890625,140.6999969482422,174.30999755859375,140.6999969482422,174.8800048828125,140.9499969482422,171.94000244140625,138.7969970703125,174.02999877929688,140.00999450683594,78751300.0,23480000.0
2022-04-04,177.63636779785156,143.6425018310547,178.44000244140625,143.6425018310547,178.49000549316406,144.0437469482422,174.44000244140625,140.82449340820312,174.57000732421875,140.82449340820312,76468400.0,19076000.0
2022-04-05,174.27159118652344,141.06300354003906,175.05999755859375,141.06300354003906,178.3000030517578,143.58999633789062,174.4199981689453,140.94349670410156,177.5,143.39950561523438,73401800.0,19256000.0
2022-04-06,171.05615234375,137.17599487304688,171.8300018310547,137.17599487304688,173.6300048828125,139.84849548339844,170.1300048828125,136.41810607910156,172.36000061035156,139.1614990234375,89058800.0,23574000.0
2022-04-07,171.36474609375,136.46499633789062,172.13999938964844,136.46499633789062,173.36000061035156,137.70150756835938,169.85000610351562,134.8572540283203,171.16000366210938,136.6179962158203,77594700.0,19448000.0
2022-04-08,169.323974609375,134.010498046875,170.08999633789062,134.010498046875,171.77999877929688,136.25,169.1999969482422,133.75250244140625,171.77999877929688,136.25,76575500.0,16434000.0
2022-04-11,165.00352478027344,129.79649353027344,165.75,129.79649353027344,169.02999877929688,132.93919372558594,165.5,129.61749267578125,168.7100067138672,132.89999389648438,72246700.0,24188000.0
2022-04-12,166.90493774414062,128.37449645996094,167.66000366210938,128.37449645996094,169.8699951171875,132.42349243164062,166.63999938964844,127.57599639892578,168.02000427246094,132.42349243164062,79265200.0,23004000.0
2022-04-13,169.632568359375,130.28599548339844,170.39999389648438,130.28599548339844,171.0399932861328,130.65574645996094,166.77000427246094,128.4385986328125,167.38999938964844,128.62649536132812,70618900.0,19542000.0
2022-04-14,164.54559326171875,127.25299835205078,165.2899932861328,127.25299835205078,171.27000427246094,130.7102508544922,165.0399932861328,127.11150360107422,170.6199951171875,130.64950561523438,75329400.0,23484000.0
2022-04-18,164.32659912109375,127.96099853515625,165.07000732421875,127.96099853515625,166.60000610351562,128.71200561523438,163.57000732421875,126.57845306396484,163.9199981689453,127.41000366210938,69023900.0,14918000.0
2022-04-19,166.64610290527344,130.531005859375,167.39999389648438,130.531005859375,167.82000732421875,130.90374755859375,163.91000366210938,127.45149993896484,165.02000427246094,128.07699584960938,67723800.0,22720000.0
2022-04-20,166.4768524169922,128.24549865722656,167.22999572753906,128.24549865722656,168.8800048828125,131.92349243164062,166.10000610351562,127.89405059814453,168.75999450683594,131.28399658203125,67929800.0,22610000.0
2022-04-21,165.67051696777344,124.9375,166.4199981689453,124.9375,171.52999877929688,130.3074951171875,165.91000366210938,124.6500015258789,168.91000366210938,129.35000610351562,87227800.0,30158000.0
2022-04-22,161.0613555908203,119.61399841308594,161.7899932861328,119.61399841308594,167.8699951171875,125.4520034790039,161.5,119.1405029296875,166.4600067138672,125.0,84882400.0,46410000.0
2022-04-25,162.14645385742188,123.25,162.8800048828125,123.25,163.1699981689453,123.27799987792969,158.4600067138672,118.76924896240234,161.1199951171875,119.42949676513672,96046400.0,34522000.0
2022-04-26,156.09384155273438,119.50599670410156,156.8000030517578,119.50599670410156,162.33999633789062,122.75,156.72000122070312,119.16184997558594,162.25,122.75,95623200.0,49394000.0
2022-04-27,155.86488342285156,115.02050018310547,156.57000732421875,115.02050018310547,159.7899932861328,117.5,155.3800048828125,113.12425231933594,155.91000366210938,114.37300109863281,88063200.0,62238000.0
2022-04-28,162.9030303955078,119.4114990234375,163.63999938964844,119.4114990234375,164.52000427246094,120.4384994506836,158.92999267578125,115.1438980102539,159.25,117.11499786376953,130216800.0,36790000.0
2022-04-29,156.94000244140625,114.96649932861328,157.64999389648438,114.96649932861328,166.1999969482422,118.95999908447266,157.25,114.69400024414062,161.83999633789062,117.5780029296875,131747600.0,33694000.0
2022-05-02,157.24862670898438,117.15699768066406,157.9600067138672,117.15699768066406,158.22999572753906,117.3395004272461,153.27000427246094,113.39949798583984,156.7100067138672,113.90650177001953,123055300.0,30280000.0
2022-05-03,158.7617645263672,118.12950134277344,159.47999572753906,118.12950134277344,160.7100067138672,119.30000305175781,156.32000732421875,116.62699890136719,158.14999389648438,116.76499938964844,88966500.0,21216000.0
2022-05-04,165.27230834960938,122.57499694824219,166.02000427246094,122.57499694824219,166.47999572753906,123.14299774169922,159.25999450683594,115.7385025024414,159.6699981689453,118.00350189208984,108256500.0,33232000.0
2022-05-05,156.06398010253906,116.74649810791016,156.77000427246094,116.74649810791016,164.0800018310547,121.2332534790039,154.9499969482422,115.18250274658203,163.85000610351562,120.22049713134766,130525300.0,43090000.0
2022-05-06,156.8017120361328,115.66000366210938,157.27999877929688,115.66000366210938,159.44000244140625,117.49849700927734,154.17999267578125,114.14299774169922,156.00999450683594,115.51899719238281,116124600.0,35310000.0
2022-05-09,151.59759521484375,113.08399963378906,152.05999755859375,113.08399963378906,155.8300018310547,115.56289672851562,151.49000549316406,112.55149841308594,154.92999267578125,113.30349731445312,131577900.0,34520000.0
2022-05-10,154.04013061523438,114.58450317382812,154.50999450683594,114.58450317382812,156.74000549316406,116.69100189208984,152.92999267578125,113.38330078125,155.52000427246094,116.04049682617188,115366700.0,31158000.0
2022-05-11,146.05450439453125,113.96099853515625,146.5,113.96099853515625,155.4499969482422,116.6709976196289,145.80999755859375,113.6500015258789,153.5,113.71050262451172,142689800.0,36502000.0
2022-05-12,142.12648010253906,113.16100311279297,142.55999755859375,113.16100311279297,146.1999969482422,114.85649871826172,138.8000030517578,110.1135025024414,142.77000427246094,111.93800354003906,182602000.0,41464000.0
2022-05-13,146.66265869140625,116.5155029296875,147.11000061035156,116.5155029296875,148.10000610351562,118.08499908447266,143.11000061035156,114.0,144.58999633789062,114.84549713134766,113990900.0,29738000.0
2022-05-16,145.09742736816406,114.7925033569336,145.5399932861328,114.7925033569336,147.52000427246094,116.60749816894531,144.17999267578125,114.33499908447266,145.5500030517578,115.38400268554688,86643800.0,23282000.0
2022-05-17,148.7861785888672,116.70149993896484,149.24000549316406,116.70149993896484,149.77000427246094,117.22750091552734,146.67999267578125,115.3375015258789,148.86000061035156,117.22750091552734,78336300.0,21576000.0
2022-05-18,140.39178466796875,112.4010009765625,140.82000732421875,112.4010009765625,147.36000061035156,115.69564819335938,139.89999389648438,112.14199829101562,146.85000610351562,115.23750305175781,109742900.0,27982000.0
2022-05-19,136.9323272705078,110.74549865722656,137.35000610351562,110.74549865722656,141.66000366210938,113.5875015258789,136.60000610351562,110.46800231933594,139.8800048828125,111.84100341796875,136095600.0,29192000.0
2022-05-20,137.1715850830078,109.31300354003906,137.58999633789062,109.31300354003906,140.6999969482422,112.55000305175781,132.61000061035156,106.37300109863281,139.08999633789062,112.08550262451172,137426100.0,37586000.0
2022-05-23,142.6748046875,111.66649627685547,143.11000061035156,111.66649627685547,143.25999450683594,112.00550079345703,137.64999389648438,109.15425109863281,137.7899932861328,110.10399627685547,117726300.0,31558000.0
2022-05-24,139.93316650390625,105.9260025024414,140.36000061035156,105.9260025024414,141.97000122070312,106.3949966430664,137.3300018310547,102.20800018310547,140.80999755859375,106.37750244140625,104132700.0,60386000.0
2022-05-25,140.0926971435547,105.8395004272461,140.52000427246094,105.8395004272461,141.7899932861328,106.5447006225586,138.33999633789062,104.21125030517578,138.42999267578125,105.14199829101562,92482700.0,37900000.0
2022-05-26,143.34275817871094,108.2959976196289,143.77999877929688,108.2959976196289,144.33999633789062,108.95525360107422,137.13999938964844,105.48799896240234,137.38999938964844,106.05049896240234,90601500.0,30288000.0
2022-05-27,149.18495178222656,112.79900360107422,149.63999938964844,112.79900360107422,149.67999267578125,112.86799621582031,145.25999450683594,109.55000305175781,145.38999938964844,109.78849792480469,90978500.0,29924000.0
2022-05-31,148.38739013671875,114.03900146484375,148.83999633789062,114.03900146484375,150.66000366210938,116.43350219726562,146.83999633789062,112.57250213623047,149.07000732421875,113.0790023803711,103718400.0,51302000.0
2022-06-01,148.25778198242188,114.13700103759766,148.7100067138672,114.13700103759766,151.74000549316406,117.39900207519531,147.67999267578125,113.55049896240234,149.89999389648438,114.93150329589844,74286600.0,28630000.0
2022-06-02,150.75018310546875,117.74600219726562,151.2100067138672,117.74600219726562,151.27000427246094,117.89800262451172,146.86000061035156,113.30799865722656,147.8300018310547,114.18800354003906,72348100.0,27472000.0
2022-06-03,144.9379119873047,114.56400299072266,145.3800048828125,114.56400299072266,147.97000122070312,116.364501953125,144.4600067138672,113.66799926757812,146.89999389648438,115.99250030517578,88570300.0,25052000.0
2022-06-06,145.6956024169922,117.010498046875,146.13999938964844,117.010498046875,148.57000732421875,119.39849853515625,144.89999389648438,116.5282974243164,147.02999877929688,116.74250030517578,71598400.0,23786000.0
2022-06-07,148.25778198242188,117.22949981689453,148.7100067138672,117.22949981689453,149.0,117.74864959716797,144.10000610351562,115.12550354003906,144.35000610351562,115.64800262451172,67808200.0,26414000.0
2022-06-08,147.51007080078125,117.23799896240234,147.9600067138672,117.23799896240234,149.8699951171875,118.64600372314453,147.4600067138672,116.69674682617188,148.5800018310547,116.87650299072266,53950200.0,22544000.0
2022-06-09,142.20623779296875,114.91799926757812,142.63999938964844,114.91799926757812,147.9499969482422,118.3499984741211,142.52999877929688,114.86699676513672,147.0800018310547,116.34149932861328,69473000.0,23142000.0
